word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score
lysin	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LSN	3	0	2
lysine	6	0	1	0	0	1	0	0	english_alpha	0	0		LSN	4	0	-8
lysines	7	0	1	0	0	1	0	0	english_alpha	0	0		LSNS	4	0	-8
lysins	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lysin	LSNS	4	0	-8
lysis	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LSS	3	0	-2
lysol	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LSL	3	0	2
lyssa	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LS	3	0	-2
lyssas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lyssa	LSS	4	0	-12
lythrum	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	L0RM	4	0	-13
maar	4	0	1	0	0	1	0	0	english_alpha	0	0		MR	4	0	-8
maare	5	0	1	0	0	1	0	0	wordle_guesses	1	0		MR	3	0	2
maars	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:maar	MRS	3	0	2
macabre	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		MKBR	2	0	0
macaca	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MKK	4	0	-13
macadam	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		MKTM	2	0	2
macao	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MK	4	0	-8
macaque	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MKK	4	0	-13
macaw	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		MK	2	0	2
macaws	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:macaw	MKS	4	0	-13
macbeth	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKB0	4	0	-10
mace	4	0	1	0	0	1	0	0	eff,english_alpha	1	0		MS	2	0	0
macedon	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MSTN	4	0	-8
macer	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MSR	3	0	0
macers	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MSRS	4	0	-10
maces	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:mace	MSS	3	0	0
mach	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MX	4	0	-10
machete	7	0	1	0	0	1	0	0	english_alpha	0	0		MXT	4	0	-8
machine	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		MXN	1	0	3
macho	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		MX	2	0	0
machos	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MXS	4	0	-10
machs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	MXS	3	0	0
mack	4	0	1	0	0	1	0	0	english_alpha	0	0		MK	4	0	-8
mackle	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKL	4	0	-12
mackles	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKLS	4	0	-12
macks	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:mack	MKS	3	0	2
macled	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MKLT	2	0	0
maclura	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MKLR	4	0	-13
macon	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	MKN	3	0	2
macrame	7	0	1	0	0	1	0	0	english_alpha	0	0		MKRM	4	0	-8
macro	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		MKR	1	1	-1
macron	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKRN	4	0	-12
macrons	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKRNS	4	0	-12
macros	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKRS	4	0	-12
macs	4	0	1	0	0	1	0	0	english_alpha	0	0		MKS	4	0	-8
macula	6	0	1	0	0	1	0	0	english_alpha	0	0		MKL	4	0	-10
maculae	7	0	1	0	0	1	0	0	english_alpha	0	0		MKL	4	0	-10
macular	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MKLR	2	0	0
maculas	7	0	1	0	0	1	0	0	english_alpha	0	0		MKLS	4	0	-10
macule	6	0	1	0	0	1	0	0	english_alpha	0	0		MKL	4	0	-10
macules	7	0	1	0	0	1	0	0	english_alpha	0	0		MKLS	4	0	-10
macumba	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MKMB	4	0	-12
madam	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		MTM	2	0	0
madame	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTM	4	0	-10
madames	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTMS	4	0	-10
madams	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTMS	4	0	-10
madcap	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	MTKP	2	0	0
madcaps	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTKPS	4	0	-10
madder	6	1	1	0	1	1	0	0	english_alpha	0	0		MTR	4	-10	-8
madders	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTRS	4	0	-13
maddest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		MTST	2	0	0
madding	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MTNK	2	0	0
made	4	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		MT	1	1	0
madeira	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTR	4	0	-8
madia	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MT	4	0	-13
madison	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MTSN	3	0	3
madman	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTMN	4	0	-10
madmen	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTMN	4	0	-10
madnep	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTNP	4	0	-13
madness	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		MTNS	3	0	-1
madonna	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MTN	3	0	1
madoqua	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTK	4	0	-13
madras	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTRS	4	0	-8
madrid	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MTRT	3	0	3
madrona	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTRN	4	0	-13
madrono	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTRN	4	0	-13
madwort	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MTWRT	4	0	-13
maenad	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MNT	4	0	-10
maenads	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MNTS	4	0	-10
maestri	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MSTR	4	0	-10
maestro	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MSTR	4	0	-10
maffia	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MF	4	0	-10
maffias	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MFS	4	0	-10
mafia	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		MF	2	0	0
mafias	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:mafia	MFS	4	0	-10
mafiosi	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MFS	4	0	-10
mafioso	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MFS	4	0	-10
magenta	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	MJNT	2	0	-2
maggot	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		MKT	2	0	2
maggots	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MKTS	4	0	-13
maggoty	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		MKT	2	0	0
magh	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MKH	4	0	-12
magi	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MJ	4	0	-10
magian	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MJN	2	0	0
magic	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		MJK	1	1	-1
magical	7	1	0	0	1	0	1	0	eff,english_alpha,google_10000,moby_adj,simple_adjectives	1	0		MJKL	0	3	0
magics	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:magic	MJKS	4	0	-12
magilp	6	0	1	0	0	1	0	0	english_alpha	0	0		MJLP	4	0	-8
magilps	7	0	1	0	0	1	0	0	english_alpha	0	0		MJLPS	4	0	-8
magma	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		MKM	2	0	2
magmas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:magma	MKMS	4	0	-8
magmata	7	0	1	0	0	1	0	0	english_alpha	0	0		MKMT	4	0	-8
magnate	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKNT	4	0	-10
magnet	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MKNT	1	0	1
magneto	7	0	1	0	0	1	0	0	english_alpha	0	0		MKNT	4	0	-8
magnets	7	0	1	0	0	1	0	0	english_alpha	0	0		MKNTS	4	0	-10
magnum	6	0	1	0	0	1	0	0	english_alpha	0	0		MKNM	4	0	-8
magnums	7	0	1	0	0	1	0	0	english_alpha	0	0		MKNMS	4	0	-8
magpie	6	0	1	0	0	1	0	0	english_alpha	0	0		MKP	4	0	-8
magpies	7	0	1	0	0	1	0	0	english_alpha	0	0		MKPS	4	0	-8
mags	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MKS	4	0	-12
maguey	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MK	4	0	-13
magueys	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MKS	4	0	-13
magus	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MKS	3	0	0
magyar	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	MJYR	2	-1	-2
magyars	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MJYRS	4	0	-12
maha	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MH	4	0	-10
mahatma	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHTM	4	0	-10
mahdi	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	MT	2	0	0
mahdism	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MTSM	4	0	-12
mahdist	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MTST	4	0	-10
mahican	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHKN	4	0	-12
mahjong	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MJNK	4	0	-12
mahoe	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MH	3	0	2
mahoes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:mahoe	MHS	4	0	-13
mahomet	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHMT	4	0	-10
mahonia	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MHN	4	0	-13
mahound	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHNT	4	0	-10
mahout	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHT	4	0	-10
mahouts	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MHTS	4	0	-10
mahuang	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MHNK	4	0	-13
maia	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	M	4	0	-13
maid	4	0	1	0	0	1	0	0	bip39,english_alpha	1	0		MT	2	0	0
maiden	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		MTN	1	1	-1
maidens	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MTNS	4	0	-12
maidism	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MTSM	4	0	-12
maids	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:maid	MTS	3	0	0
maidu	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MT	4	0	-12
maigre	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		MKR	2	0	2
mail	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		ML	1	0	1
mailbag	7	0	1	0	0	1	0	0	english_alpha	0	0		MLBK	4	0	-8
mailbox	7	0	1	0	0	1	0	0	english_alpha	0	0		MLBKS	4	0	-8
mailed	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		MLT	1	1	0
mailer	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLR	4	0	-10
mailers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLRS	4	0	-10
mailing	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	gerund:mail	MLNK	3	0	-1
maillot	7	0	1	0	0	1	0	0	english_alpha	0	0		MLT	4	0	-8
mailman	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MLMN	3	0	1
mailmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLMN	4	0	-10
mails	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:mail	MLS	2	0	1
maimed	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		MMT	2	0	0
maimer	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MMR	4	0	-10
maimers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MMRS	4	0	-10
main	4	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		MN	1	1	3
maine	5	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MN	3	0	3
mains	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:main	MNS	3	0	2
mair	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MR	2	0	0
maize	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		MS	2	0	0
maizes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:maize	MSS	4	0	-10
maja	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MJ	4	0	-13
majagua	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MJK	4	0	-13
majas	5	0	1	0	0	1	0	0	english_alpha	0	1	plural:maja	MJS	4	0	-13
majesty	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		MJST	2	0	-2
major	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	formal_clinical:adj_manual	MJR	1	3	-1
majors	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MJRS	4	0	-12
makable	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		MKBL	2	0	0
make	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		MK	1	0	-1
maker	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		MKR	1	0	1
makers	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:maker	MKRS	3	0	1
makes	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:make	MKS	2	0	-1
makeup	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		MKP	3	0	1
makeups	7	0	1	0	0	1	0	0	english_alpha	0	0		MKPS	4	0	-10
making	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	gerund:mak	MKNK	1	0	1
makings	7	0	1	0	0	1	0	0	english_alpha	0	0		MKNKS	4	0	-10
mako	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MK	4	0	-13
makos	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:mako	MKS	3	0	2
makuta	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MKT	4	0	-12
malacca	7	0	1	0	0	1	0	0	english_alpha	0	0		MLKK	4	0	-8
malachi	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLX	4	0	-12
malacia	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLX	4	0	-12
malady	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLT	4	0	-12
malaga	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLK	4	0	-8
malaise	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLS	4	0	-12
malanga	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLNK	4	0	-13
malar	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		MLR	2	0	2
malaria	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLR	4	0	-12
malarky	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLRK	4	0	-12
malars	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:malar	MLRS	4	0	-8
malawi	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MLW	3	0	3
malaxis	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLKSS	4	0	-13
malay	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	ML	2	-1	-2
malaya	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLY	4	0	-8
malayan	7	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLYN	4	-11	-10
malays	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLS	4	0	-12
male	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		ML	1	1	3
maleate	7	0	1	0	0	1	0	0	english_alpha	0	0		MLT	4	0	-8
malefic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		MLFK	2	0	0
maleo	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	ML	4	0	-13
maleos	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:maleo	MLS	4	0	-13
males	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:male	MLS	2	0	3
mali	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	ML	3	0	3
malice	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLS	4	0	-12
malices	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLSS	4	0	-12
malign	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		ML	2	2	0
malik	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MLK	3	0	0
malis	5	0	1	0	0	1	0	0	wordle_guesses	1	0	proper_noun:lex_heuristic	MLS	3	0	2
mall	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		ML	3	0	3
mallard	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLRT	4	0	-13
mallee	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	ML	4	0	-13
mallees	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLS	4	0	-13
mallei	6	0	1	0	0	1	0	0	english_alpha	0	0		ML	4	0	-8
mallet	6	0	1	0	0	1	0	0	english_alpha	0	0		MLT	4	0	-8
mallets	7	0	1	0	0	1	0	0	english_alpha	0	0		MLTS	4	0	-8
malleus	7	0	1	0	0	1	0	0	english_alpha	0	0		MLS	4	0	-8
mallow	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	ML	4	0	-13
mallows	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLS	4	0	-13
malls	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:mall	MLS	3	0	2
malmsey	7	0	1	0	0	1	0	0	english_alpha	0	0		MLMS	4	0	-8
malodor	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MLTR	4	0	-12
malope	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MLP	4	0	-13
malt	4	0	1	0	0	1	0	0	eff,english_alpha	1	0		MLT	2	0	2
malta	5	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	MLT	3	0	3
malted	6	1	1	0	1	1	0	0	english_alpha	0	0		MLTT	4	-10	-8
malteds	7	0	1	0	0	1	0	0	english_alpha	0	0		MLTTS	4	0	-8
maltese	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	MLTS	2	-1	0
maltha	6	0	1	0	0	1	0	0	english_alpha	0	0		ML0	4	0	-8
malthas	7	0	1	0	0	1	0	0	english_alpha	0	0		ML0S	4	0	-8
malthus	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	ML0S	4	0	-10
maltman	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLTMN	4	0	-10
malto	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MLT	4	0	-12
maltose	7	0	1	0	0	1	0	0	english_alpha	0	0		MLTS	4	0	-8
malts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:malt	MLTS	3	0	2
malty	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		MLT	2	0	0
malus	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MLS	3	0	2
malva	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MLF	3	0	2
mama	4	0	1	0	0	1	0	0	eff,english_alpha	1	0	proper_noun:lex_heuristic	MM	2	0	0
mamas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	MMS	3	0	0
mamba	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MMB	3	0	2
mambas	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:mamba	MMBS	4	0	-13
mambo	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		MMB	1	0	-1
mambos	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:mambo	MMBS	4	0	-12
mamey	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		MM	3	0	2
mameys	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:mamey	MMS	4	0	-8
mamilla	7	0	1	0	0	1	0	0	english_alpha	0	0		MML	4	0	-8
mamma	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		MM	2	0	2
mammae	6	0	1	0	0	1	0	0	english_alpha	0	0		MM	4	0	-8
mammal	6	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0		MML	2	0	2
mammals	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MMLS	4	0	-13
mammary	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		MMR	2	-1	0
mammas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:mamma	MMS	4	0	-8
mammea	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MM	4	0	-13
mammee	6	0	1	0	0	1	0	0	english_alpha	0	0		MM	4	0	-8
mammees	7	0	1	0	0	1	0	0	english_alpha	0	0		MMS	4	0	-8
mammies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MMS	4	0	-10
mammon	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MMN	4	0	-12
mammons	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	MMNS	4	0	-12
mammoth	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		MM0	2	0	2
mammut	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MMT	4	0	-13
mammy	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	demographic:manual	MM	2	0	0
mamo	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	MM	4	0	-13
manacle	7	0	1	0	0	1	0	0	english_alpha	0	0		MNKL	4	0	-8
manager	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		MNJR	1	0	1
manakin	7	0	1	0	0	1	0	0	english_alpha	0	0		MNKN	4	0	-8
manana	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MNN	4	0	-12
mananas	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	MNNS	4	0	-12
manat	5	0	1	0	0	1	0	0	wordle_guesses	1	0		MNT	3	0	-2
manatee	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		MNT	2	0	2
manchu	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		MNX	2	0	-2
manchus	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		MNXS	2	0	-2
mandala	7	0	1	0	0	1	0	0	english_alpha	0	0		MNTL	4	0	-8
mandate	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		MNTT	1	0	1
mande	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	MNT	2	0	-2
mandola	7	0	1	0	0	1	0	0	english_alpha	0	0		MNTL	4	0	-8
mandrel	7	0	1	0	0	1	0	0	english_alpha	0	0		MNTRL	4	0	-8
mandril	7	0	1	0	0	1	0	0	english_alpha	0	0		MNTRL	4	0	-8
