word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason
ghastly	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
ghat	4	0	1	0	0	1	0	0	english_alpha	0	0	
ghats	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:ghat
ghatti	6	0	1	0	0	1	0	0	english_alpha	0	0	
ghee	4	0	1	0	0	1	0	0	english_alpha	0	0	
ghees	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:ghee
gheg	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
ghent	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gherkin	7	0	1	0	0	1	0	0	english_alpha	0	0	
ghetto	6	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual
ghettos	7	0	1	0	0	1	0	0	english_alpha	0	0	
ghillie	7	0	1	0	0	1	0	0	english_alpha	0	0	
ghost	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0	
ghostly	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
ghosts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:ghost
ghoul	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
ghouls	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
giant	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	
giants	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:giant
giardia	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gibbed	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gibber	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gibbers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gibbet	6	0	1	0	0	1	0	0	english_alpha	0	0	
gibbets	7	0	1	0	0	1	0	0	english_alpha	0	0	
gibbon	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gibbons	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gibbose	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gibbous	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gibe	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gibes	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gibe
giblet	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
giblets	7	0	1	0	0	1	0	0	english_alpha	0	0	
gibs	4	0	1	0	0	1	0	0	english_alpha	0	0	
gibson	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	brand:manual
gibsons	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
giddied	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
giddier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:giddy
giddy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0	
gidgee	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gies	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gift	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0	
gifted	6	1	0	0	1	0	1	0	english_alpha,moby_adj,simple_adjectives	1	0	
gifts	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:gift
gigabit	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
giggle	6	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0	
giggler	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
giggles	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
giggly	6	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0	
gigolo	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
gigolos	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gigot	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gigots	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gigot
gigs	4	0	1	0	0	1	0	0	english_alpha	0	0	
gigue	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gigues	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gila	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gilas	5	0	1	0	0	1	0	0	wordle_guesses	1	0	proper_noun:lex_heuristic
gilbert	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
gild	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gilded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gilder	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gilders	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gilding	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:gild
gilds	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gild
gill	4	0	1	0	0	1	0	0	english_alpha	0	0	
gilled	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
gillie	6	0	1	0	0	1	0	0	english_alpha	0	0	
gillies	7	0	1	0	0	1	0	0	english_alpha	0	0	
gills	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_guesses	1	0	plural:gill
gilt	4	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	
gilts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gilt
gimbal	6	0	1	0	0	1	0	0	english_alpha	0	0	
gimbals	7	0	1	0	0	1	0	0	english_alpha	0	0	
gimel	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gimels	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gimlet	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	
gimlets	7	0	1	0	0	1	0	0	english_alpha	0	0	
gimmick	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
gimp	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gimps	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gimp
gimpy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
ginep	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
ginger	6	1	1	0	1	1	1	0	bip39,english_alpha,simple_adjectives	1	0	
gingers	7	0	1	0	0	1	0	0	english_alpha	0	0	
gingery	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gingham	7	0	1	0	0	1	0	0	english_alpha	0	0	
gingiva	7	0	1	0	0	1	0	0	english_alpha	0	0	
gingko	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
ginkgo	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
ginmill	7	0	1	0	0	1	0	0	english_alpha	0	0	
ginned	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gins	4	0	1	0	0	1	0	0	english_alpha	0	0	
ginseng	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
ginzo	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
giocoso	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gipsies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gipsy	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
giraffa	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
giraffe	7	0	1	0	0	1	0	0	bip39,english_alpha	1	0	
girasol	7	0	1	0	0	1	0	0	english_alpha	0	0	
girder	6	0	1	0	0	1	0	0	english_alpha	0	0	
girders	7	0	1	0	0	1	0	0	english_alpha	0	0	
girdle	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
girdles	7	0	1	0	0	1	0	0	english_alpha	0	0	
girl	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
girlish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
girls	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:girl
girly	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0	
giro	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gironde	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
giros	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:giro
girt	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
girth	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
girths	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:girth
gish	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gismo	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gismos	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gismo
gist	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gists	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gist
gitana	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gitano	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gitanos	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gittern	7	0	1	0	0	1	0	0	english_alpha	0	0	
give	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
given	5	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	
givens	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:given
giver	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	
givers	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gives	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:give
giving	6	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0	
gizmo	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_guesses	1	0	
gizmos	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gizmo
gizzard	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glace	5	1	0	0	1	0	0	0	english_alpha,wordle_guesses	1	0	
glacial	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
glacier	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glad	4	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0	
gladder	7	1	0	0	1	0	0	0	english_alpha	0	0	
gladdon	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
glade	5	0	1	0	0	1	0	1	eff,english_alpha,haikunatorjs_nouns,heroku_nouns,wordle_answers	1	0	
glades	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
glads	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glad
glaikit	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glairy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glaived	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glamor	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glamors	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glamour	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glance	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0	
glances	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gland	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	body_medical:manual
glandes	7	0	1	0	0	1	0	0	english_alpha	0	0	
glands	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gland
glans	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	body_medical:manual
glare	5	1	1	0	0	1	1	0	bip39,eff,english_alpha,simple_adjectives,wordle_answers	1	0	
glares	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glare
glarier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	comparative:glary
glaring	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
glary	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
glasgow	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
glass	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0	
glassed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glasses	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:glass
glassy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glaux	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
glaze	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
glazed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glazer	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
glazers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
glazes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glaze
glazier	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gleam	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
gleams	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gleam
gleaner	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gleba	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
glebe	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
glebes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glebe
glee	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gleeful	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
glees	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glee
gleet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gleets	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gleet
gleety	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gleg	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glen	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
glenn	5	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
glenoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glens	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glen
glia	4	0	1	0	0	1	0	0	english_alpha	0	0	
glial	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
glias	5	0	1	0	0	1	0	0	wordle_guesses	1	0	plural:glia
glib	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glibber	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glide	5	0	1	0	0	1	0	0	bip39,english_alpha,wordle_answers	1	0	
glider	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
gliders	7	0	1	0	0	1	0	0	english_alpha	0	0	
glides	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glide
gliding	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	gerund:glide
glimmer	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glimpse	7	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0	
glint	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
glints	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glint
glioma	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gliomas	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glis	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gliss	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
glisten	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glister	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glitch	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glitter	7	0	1	0	0	1	0	1	eff,english_alpha,haikunatorjs_nouns,heroku_nouns	1	0	
glitz	5	0	1	0	0	1	0	0	wordle_guesses	1	0	
gloam	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gloams	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gloam
gloat	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
gloats	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gloat
glob	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
global	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0	
globate	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
globe	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0	
globes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
globin	6	0	1	0	0	1	0	0	english_alpha	0	0	
globins	7	0	1	0	0	1	0	0	english_alpha	0	0	
globoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
globose	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
globs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glob
globule	7	0	1	0	0	1	0	0	english_alpha	0	0	
glochid	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
glogg	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gloggs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glogg
gloom	5	0	1	0	0	1	0	0	bip39,english_alpha,wordle_answers	1	0	
glooms	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gloom
gloomy	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
glop	4	0	1	0	0	1	0	0	english_alpha	0	0	
glops	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glop
glories	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:glory
glory	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0	
gloss	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	
glossa	6	0	1	0	0	1	0	0	english_alpha	0	0	
glossae	7	0	1	0	0	1	0	0	english_alpha	0	0	
glossas	7	0	1	0	0	1	0	0	english_alpha	0	0	
glosses	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:gloss
glossy	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	
glottal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glottic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glottis	7	0	1	0	0	1	0	0	english_alpha	0	0	
glove	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,wordle_answers	1	0	
gloved	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gloves	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:glove
glow	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
glower	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glowers	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glowing	7	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0	
glows	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glow
gluck	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
glucose	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	
glue	4	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0	
glued	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
glues	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glue
gluey	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
glum	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glume	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
glumes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:glume
glummer	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glumpy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gluon	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
glut	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
glute	5	0	1	0	0	1	0	0	wordle_guesses	1	0	
gluteal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glutei	6	0	1	0	0	1	0	0	english_alpha	0	0	
gluten	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glutens	7	0	1	0	0	1	0	0	english_alpha	0	0	
gluteus	7	0	1	0	0	1	0	0	english_alpha	0	0	
gluts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:glut
glutted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
glutton	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	
glycine	7	0	1	0	0	1	0	0	english_alpha	0	0	
glycol	6	0	1	0	0	1	0	0	english_alpha	0	0	
glycols	7	0	1	0	0	1	0	0	english_alpha	0	0	
glyph	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
glyphic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
glyphs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:glyph
glyptic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gnarl	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
gnarled	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gnarls	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:gnarl
gnarly	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0	
gnat	4	0	1	0	0	1	0	0	eff,english_alpha	1	0	
gnathic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gnats	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:gnat
gnawer	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gnawers	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gneiss	6	0	1	0	0	1	0	0	english_alpha	0	0	
gnetum	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gnetums	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gnocchi	7	0	1	0	0	1	0	0	english_alpha	0	0	
gnome	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	proper_noun:lex_heuristic
gnomes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gnomic	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gnomish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
gnomon	6	0	1	0	0	1	0	0	english_alpha	0	0	
gnomons	7	0	1	0	0	1	0	0	english_alpha	0	0	
gnoses	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gnosis	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gnostic	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic
gnus	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
goad	4	0	1	0	0	1	0	0	english_alpha	0	0	
goaded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
goading	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
goads	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:goad
goal	4	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0	abstract_corporate:noun_manual
goalie	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
goalies	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
goals	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:goal
goas	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
goat	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
goatee	6	0	1	0	0	1	0	0	english_alpha	0	0	
goateed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
goatees	7	0	1	0	0	1	0	0	english_alpha	0	0	
goatish	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
goats	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
gobbet	6	0	1	0	0	1	0	0	english_alpha	0	0	
gobbets	7	0	1	0	0	1	0	0	english_alpha	0	0	
gobble	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gobbler	7	0	1	0	0	1	0	0	english_alpha	0	0	
gobbles	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
gobelin	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gobi	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gobies	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:goby
gobio	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
gobioid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gobis	5	0	1	0	0	1	0	0	wordle_guesses	1	0	proper_noun:lex_heuristic
goblet	6	0	1	0	0	1	0	0	english_alpha	0	0	
goblets	7	0	1	0	0	1	0	0	english_alpha	0	0	
goblin	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
goblins	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
gobony	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
gobs	4	0	1	0	0	1	0	0	english_alpha	0	0	
goby	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
goddam	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
goddamn	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
goddard	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
goddess	7	0	1	0	0	1	0	0	bip39,english_alpha	1	0	
godhead	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
godiva	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
godless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
godlier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:godly
godlike	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
godly	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0	
