word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code
larvae	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LRF
larval	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LRFL
larvas	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:larva	LRFS
larynx	6	0	1	0	0	1	0	0	english_alpha	0	0		LRNKS
lasagna	7	0	1	0	0	1	0	0	english_alpha	0	0		LSKN
lasagne	7	0	1	0	0	1	0	0	english_alpha	0	0		LSKN
lascar	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSKR
lascars	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSKRS
laser	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0		LSR
lasers	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:laser	LSRS
lash	4	0	1	0	0	1	0	0	eff,english_alpha	1	0		LX
lashed	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LXT
lasher	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LXR
lashers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LXRS
lashes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lash	LXS
lashing	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		LXNK
lass	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LS
lasses	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSS
lassie	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LS
lassies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSS
lasso	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	proper_noun:lex_heuristic	LS
lassoes	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSS
lassos	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSS
last	4	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		LST
laster	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:last	LSTR
lastex	6	0	1	0	0	1	0	0	english_alpha	0	0		LSTKS
lasting	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		LSTNK
lasts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:last	LSTS
latakia	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTK
latch	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		LX
latched	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LXT
latches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:latch	LXS
latchet	7	0	1	0	0	1	0	0	english_alpha	0	0		LXT
late	4	1	0	0	1	0	1	0	eff,english_alpha,google_10000,haikunatorjs_adj,heroku_adj,simple_adjectives	1	0		LT
lated	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LTT
lateen	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		LTN
lateens	7	0	1	0	0	1	0	0	english_alpha	0	0		LTNS
latency	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LTNS
latent	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	formal_clinical:adj_manual	LTNT
later	5	1	0	0	1	0	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	comparative:late	LTR
lateral	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	formal_clinical:adj_manual	LTRL
lateran	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTRN
latest	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	proper_noun:lex_heuristic	LTST
latests	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTSTS
latex	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0		LTKS
latexes	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:latex	LTKSS
lath	4	0	1	0	0	1	0	0	english_alpha	0	0		L0
lathe	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		L0
lathee	6	0	1	0	0	1	0	0	english_alpha	0	0		L0
lather	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		L0R
lathers	7	0	1	0	0	1	0	0	english_alpha	0	0		L0RS
lathery	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		L0R
lathes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lathe	L0S
lathi	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		L0
lathier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		L0R
laths	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:lath	L0S
lathy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		L0
lati	4	0	1	0	0	1	0	0	english_alpha	0	0		LT
latices	7	0	1	0	0	1	0	0	english_alpha	0	0		LTSS
latin	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0	demographic:manual	LTN
latiner	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:latin	LTNR
latino	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	proper_noun:lex_heuristic	LTN
latinos	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTNS
latins	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTNS
latish	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LTX
latke	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LTK
latona	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTN
latria	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LTR
latrias	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LTRS
latrine	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		LTRN
latrobe	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTRB
lats	4	0	1	0	0	1	0	0	english_alpha	0	0		LTS
latte	5	0	1	0	0	1	0	0	wordle_answers	1	0		LT
latten	6	0	1	0	0	1	0	0	english_alpha	0	0		LTN
lattens	7	0	1	0	0	1	0	0	english_alpha	0	0		LTNS
latter	6	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		LTR
lattice	7	0	1	0	0	1	0	0	english_alpha	0	0		LTS
latvia	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LTF
latvian	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	LTFN
lauder	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTR
lauders	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTRS
laugh	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		LKH
laugher	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKHR
laughs	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LS
lauhala	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LHL
launce	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LNS
launces	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LNSS
launch	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		LNX
laundry	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		LNTR
laurel	6	0	1	0	0	1	0	0	eff,english_alpha	1	0	proper_noun:lex_heuristic	LRL
laurels	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LRLS
laurus	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LRS
lava	4	0	1	0	0	1	0	0	bip39,english_alpha	1	0		LF
lavabo	6	0	1	0	0	1	0	0	english_alpha	0	0		LFB
lavabos	7	0	1	0	0	1	0	0	english_alpha	0	0		LFBS
lavage	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LFJ
lavages	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LFJS
lavas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:lava	LFS
laver	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	LFR
lavers	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LFRS
lavish	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		LFX
lawful	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LFL
lawless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LLS
lawman	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LMN
lawmen	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LMN
lawn	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LN
lawns	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:lawn	LNS
lawny	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LN
laws	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LS
lawsuit	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LST
lawton	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LTN
lawyer	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LYR
lawyers	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LYRS
laxer	5	1	0	0	1	0	0	0	english_alpha,wordle_guesses	1	0	comparative:lax	LKSR
laxest	6	1	0	0	1	0	0	0	english_alpha	0	0	superlative:lax	LKSST
laxity	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKST
laxness	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKSNS
layer	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		LYR
layered	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LYRT
layers	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:layer	LYRS
layette	7	0	1	0	0	1	0	0	english_alpha	0	0		LYT
layia	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LY
laying	6	0	1	0	0	1	0	0	english_alpha	0	0	gerund:lay	LYNK
layman	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LMN
laymen	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LMN
layoff	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LYF
layoffs	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LYFS
layout	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LYT
layouts	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LYTS
layover	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LYFR
lays	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LS
layup	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LYP
lazar	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LSR
lazaret	7	0	1	0	0	1	0	0	english_alpha	0	0		LSRT
lazars	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSRS
lazarus	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LSRS
lazier	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:lazy	LSR
laziest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	superlative:lazy	LSST
lazuli	6	0	1	0	0	1	0	0	english_alpha	0	0		LSL
lazulis	7	0	1	0	0	1	0	0	english_alpha	0	0		LSLS
lazy	4	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		LS
leach	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		LX
leaches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:leach	LXS
leachy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LX
lead	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LT
leaded	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LTT
leaden	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LTN
leader	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LTR
leaders	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LTRS
leadier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LTR
leading	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0		LTNK
leads	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:lead	LTS
leady	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LT
leaf	4	0	1	0	0	1	0	1	bip39,english_alpha,google_10000,haikunatorjs_nouns,heroku_nouns	1	0		LF
leafage	7	0	1	0	0	1	0	0	english_alpha	0	1	profanity_substr:fag	LFJ
leafed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LFT
leafier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:leafy	LFR
leafing	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:leaf	LFNK
leaflet	7	0	1	0	0	1	0	0	english_alpha	0	0		LFLT
leafs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:leaf	LFS
leafy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		LF
league	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LK
leagues	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKS
leak	4	0	1	0	0	1	0	0	english_alpha	0	0		LK
leakage	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKJ
leaker	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKR
leakers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKRS
leakier	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:leaky	LKR
leaking	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LKNK
leaks	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:leak	LKS
leaky	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		LK
leal	4	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LL
lean	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	formal_clinical:adj_manual	LN
leander	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LNTR
leaner	6	1	1	0	1	1	0	0	english_alpha	0	0	comparative:lean	LNR
leanest	7	1	0	0	1	0	0	0	english_alpha	0	0	superlative:lean	LNST
leaning	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		LNNK
leans	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:lean	LNS
leap	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LP
leaper	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LPR
leapers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LPRS
leaping	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		LPNK
leaps	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:leap	LPS
lear	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LR
learned	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		LRNT
learner	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LRNR
lears	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	LRS
leary	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	proper_noun:lex_heuristic	LR
leas	4	0	1	0	0	1	0	0	english_alpha	0	0		LS
lease	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		LS
leased	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LST
leases	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lease	LSS
leash	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		LX
leashes	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:leash	LXS
least	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		LST
leasts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:least	LSTS
leather	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		L0R
leave	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		LF
leaved	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LFT
leaven	6	0	1	0	0	1	0	0	english_alpha	0	0		LFN
leavens	7	0	1	0	0	1	0	0	english_alpha	0	0		LFNS
leaver	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LFR
leavers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LFRS
leaves	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:leave	LFS
leaving	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	gerund:leave	LFNK
lebanon	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LBNN
lech	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LX
lecher	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LXR
lechers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LXRS
lechery	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LXR
leches	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LXS
lechwe	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LXW
lectern	7	0	1	0	0	1	0	0	english_alpha	0	0		LKTRN
lector	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKTR
lectors	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKTRS
lecture	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		LKTR
leda	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LT
lede	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LT
ledes	5	0	1	0	0	1	0	0	wordle_guesses	1	0	plural:lede	LTS
ledge	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		LJ
ledger	6	0	1	0	0	1	0	0	english_alpha	0	0		LJR
ledgers	7	0	1	0	0	1	0	0	english_alpha	0	0		LJRS
ledges	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:ledge	LJS
ledgier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LJR
ledgy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LJ
leds	4	0	1	0	0	1	0	0	english_alpha	0	0		LTS
ledum	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LTM
leech	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		LX
leeches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:leech	LXS
leeds	5	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LTS
leek	4	0	1	0	0	1	0	0	english_alpha	0	0		LK
leeks	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:leek	LKS
leer	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LR
leerier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:leery	LRR
leering	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LRNK
leers	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:leer	LRS
leery	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		LR
lees	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LS
leeward	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		LWRT
leeway	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LW
leeways	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LWS
left	4	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		LFT
lefter	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:left	LFTR
leftest	7	1	0	0	1	0	0	0	english_alpha	0	0	superlative:left	LFTST
lefties	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LFTS
leftish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LFTX
leftism	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LFTSM
leftist	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	LFTST
lefts	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:left	LFTS
lefty	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	demographic:manual	LFT
legacy	6	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		LKS
legal	5	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0	formal_clinical:adj_manual	LKL
legate	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKT
legatee	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKT
legates	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKTS
legato	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LKT
legend	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		LJNT
legends	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LJNTS
leger	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	LJR
legers	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LJRS
legged	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		LJT
leggier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:leggy	LJR
legging	7	0	1	0	0	1	0	0	english_alpha	0	0		LJNK
leggy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		LJ
leghorn	7	0	1	0	0	1	0	0	english_alpha	0	0		LKHRN
legible	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		LJBL
legion	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		LJN
legions	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LJNS
legit	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LJT
legless	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LKLS
leglike	7	1	0	0	1	0	0	0	english_alpha	0	0		LKLK
lego	4	0	1	0	0	1	0	0	eff	1	0	brand:manual	LK
legs	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		LKS
legume	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		LKM
legumes	7	0	1	0	0	1	0	0	english_alpha	0	0		LKMS
leigh	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LKH
leipoa	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LP
leipzig	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LPSK
leis	4	0	1	0	0	1	0	0	english_alpha	0	0		LS
leister	7	0	1	0	0	1	0	0	english_alpha	0	0		LSTR
leisure	7	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		LSR
leks	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LKS
lemma	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		LM
lemmas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lemma	LMS
lemmata	7	0	1	0	0	1	0	0	english_alpha	0	0		LMT
lemming	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LMNK
lemmon	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LMN
lemmus	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LMS
lemna	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	LMN
lemnian	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		LMNN
lemon	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		LMN
lemons	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:lemon	LMNS
lemony	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LMN
lempira	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LMPR
lemur	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		LMR
lemurs	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:lemur	LMRS
lena	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LN
lenard	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	LNRT
lender	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LNTR
lenders	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	LNTRS
lending	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	gerund:lend	LNTNK
length	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		LNK0
lengths	7	0	1	0	0	1	0	0	english_alpha	0	0		LNK0S
lengthy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LNK0
lenient	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		LNNT
lenin	5	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	LNN
lenis	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		LNS
lenity	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	LNT
lens	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		LNS
